Year,STUDENT_LEVEL,Country,location,Capital City
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2015,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2018,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2016,UG,Republic of Korea,"[126.58E,37.31N]",Seoul
2017,UG,Romania,"[26.10E,44.27N]",Bucuresti (Bucharest)
2018,UG,Romania,"[26.10E,44.27N]",Bucuresti (Bucharest)
2018,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2017,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2018,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2015,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2017,UG,Russian Federation,"[37.35E,55.45N]",Moskva (Moscow)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2017,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2015,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2017,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Saudi Arabia,"[46.42E,24.41N]",Ar-Riyadh (Riyadh)
2016,UG,Spain,"[03.45W,40.25N]",Madrid
2015,UG,Spain,"[03.45W,40.25N]",Madrid
2017,UG,Spain,"[03.45W,40.25N]",Madrid
2018,UG,Spain,"[03.45W,40.25N]",Madrid
2017,UG,Spain,"[03.45W,40.25N]",Madrid
2016,UG,Spain,"[03.45W,40.25N]",Madrid
2015,UG,Sweden,"[18.03E,59.20N]",Stockholm
2015,UG,Sweden,"[18.03E,59.20N]",Stockholm
2018,UG,Sweden,"[18.03E,59.20N]",Stockholm
2016,UG,Sweden,"[18.03E,59.20N]",Stockholm
2016,UG,Sweden,"[18.03E,59.20N]",Stockholm
2015,UG,Switzerland,"[07.28E,46.57N]",Bern
2016,UG,Switzerland,"[07.28E,46.57N]",Bern
2018,UG,Switzerland,"[07.28E,46.57N]",Bern
2016,UG,Switzerland,"[07.28E,46.57N]",Bern
2017,UG,Switzerland,"[07.28E,46.57N]",Bern
2018,UG,Switzerland,"[07.28E,46.57N]",Bern
2017,UG,Switzerland,"[07.28E,46.57N]",Bern
2015,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2017,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2017,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2018,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2018,UG,Thailand,"[100.35E,13.45N]",Krung Thep (Bangkok)
2016,UG,Turkey,"[32.54E,39.57N]",Ankara
2017,UG,Turkey,"[32.54E,39.57N]",Ankara
2017,UG,Turkey,"[32.54E,39.57N]",Ankara
2018,UG,Turkey,"[32.54E,39.57N]",Ankara
2016,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Turkey,"[32.54E,39.57N]",Ankara
2018,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Turkey,"[32.54E,39.57N]",Ankara
2015,UG,Uganda,"[32.30E,00.20N]",Kampala
2018,UG,United Arab Emirates,"[54.22E,24.28N]",Abu Zaby (Abu Dhabi)
2017,UG,Venezuela,"[66.55W,10.30N]",Caracas
2017,UG,Venezuela,"[66.55W,10.30N]",Caracas
2018,UG,Venezuela,"[66.55W,10.30N]",Caracas
2016,UG,Venezuela,"[66.55W,10.30N]",Caracas
2015,UG,Sweden,,Stockholm
2015,UG,Sweden,,Stockholm
2018,UG,Sweden,,Stockholm
2016,UG,Sweden,,Stockholm
2016,UG,Sweden,,Stockholm
2015,UG,Switzerland,,Bern
2016,UG,Switzerland,,Bern
2018,UG,Switzerland,,Bern
2016,UG,Switzerland,,Bern
2017,UG,Switzerland,,Bern
2018,UG,Switzerland,,Bern
2017,UG,Switzerland,,Bern
2016,UG,Syria,,Dimashq (Damascus)
2015,UG,Thailand,,Krung Thep (Bangkok)
2017,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2017,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2018,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Thailand,,Krung Thep (Bangkok)
2018,UG,Thailand,,Krung Thep (Bangkok)
2016,UG,Turkey,,Ankara
2017,UG,Turkey,,Ankara
2017,UG,Turkey,,Ankara
2018,UG,Turkey,,Ankara
2016,UG,Turkey,,Ankara
2015,UG,Turkey,,Ankara
2018,UG,Turkey,,Ankara
2015,UG,Turkey,,Ankara
2015,UG,Uganda,,Kampala
2018,UG,United Arab Emirates,,Abu Zaby (Abu Dhabi)
2016,UG,United Kingdom,,London
2018,UG,United Kingdom,,London
2016,UG,United Kingdom,,London
2015,UG,United Kingdom,,London
2016,UG,United Kingdom,,London
2017,UG,Venezuela,,Caracas
2017,UG,Venezuela,,Caracas
2018,UG,Venezuela,,Caracas
2016,UG,Venezuela,,Caracas
